"tank_id","treatment","fish_id","initial_fish_count","final_fish_count","weight_initial_g","weight_final_g","feed_intake_tank_g","length_final_cm","liver_weight_g","viscera_weight_g","fat_weight_g","protein_content_pct","weight_gain_g","weight_gain_pct","sgr","condition_factor","hsi","vsi","pfr"
"T13","Diet_B",187,15,15,11.11,40.74,654.69,18.1,0.81,2.44,0.61,0.45,29.63,266.696669666967,2.16560801191187,0.687045184604184,1.98821796759941,5.98919980363279,1.4972999509082
"T13","Diet_B",188,15,15,10.08,36.28,654.69,17.3,0.73,2.18,0.54,0.45,26.2,259.920634920635,2.13452227100619,0.700694920174278,2.01212789415656,6.00882028665932,1.48842337375965
"T13","Diet_B",189,15,15,10.75,42.88,654.69,18.6,0.86,2.57,0.64,0.45,32.13,298.883720930233,2.30583293698146,0.666370778149503,2.00559701492537,5.99347014925373,1.49253731343284
"T13","Diet_B",190,15,15,9.5,36.86,654.69,17.4,0.74,2.21,0.55,0.45,27.36,288,2.25972525605864,0.699693091755087,2.00759631036354,5.99565925122084,1.49213239283776
"T13","Diet_B",191,15,15,10.21,37.68,654.69,17.5,0.75,2.26,0.57,0.45,27.47,269.049951028403,2.17626969588598,0.703067055393586,1.99044585987261,5.99787685774947,1.51273885350318
"T13","Diet_B",192,15,15,9.68,42.21,654.69,18.4,0.84,2.53,0.63,0.45,32.53,336.053719008265,2.4543254308432,0.677582035423687,1.99004975124378,5.99384032219853,1.49253731343284
"T13","Diet_B",193,15,15,10.09,41.88,654.69,18.4,0.84,2.51,0.63,0.45,31.79,315.064420218038,2.3721059193947,0.672284663433879,2.00573065902579,5.99331423113658,1.50429799426934
"T13","Diet_B",194,15,15,9.1,34.73,654.69,16.9,0.69,2.08,0.52,0.45,25.63,281.648351648352,2.23221575538863,0.719522980917621,1.98675496688742,5.989058450907,1.49726461272675
"T13","Diet_B",195,15,15,8.69,35.38,654.69,17.1,0.71,2.12,0.53,0.45,26.69,307.134637514384,2.33995624909056,0.707570140540069,2.00678349349915,5.99208592425099,1.49802148106275
"T14","Diet_B",196,15,15,12,33.93,610.125,16.8,0.68,2.04,0.51,0.45,21.93,182.75,1.7323215483469,0.715576409135083,2.00412614205718,6.01237842617153,1.50309460654288
"T14","Diet_B",197,15,15,10.6,38.55,610.125,17.7,0.77,2.31,0.58,0.45,27.95,263.679245283019,2.15183683148553,0.69519170790479,1.99740596627756,5.99221789883269,1.50453955901427
"T14","Diet_B",198,15,15,8.75,38.49,610.125,17.7,0.77,2.31,0.58,0.45,29.74,339.885714285714,2.46890794487689,0.694109697464471,2.00051961548454,6.00155884645362,1.50688490517017
"T14","Diet_B",199,15,15,9.39,39.09,610.125,17.8,0.78,2.35,0.59,0.45,29.7,316.29392971246,2.37703564430782,0.693115583805813,1.99539524174981,6.01176771552827,1.50933742645178
"T14","Diet_B",200,15,15,8.81,39.66,610.125,17.9,0.79,2.38,0.59,0.45,30.85,350.170261066969,2.5074261385726,0.691502280859074,1.99193141704488,6.00100857286939,1.48764498234997
"T14","Diet_B",201,15,15,12.2,36.19,610.125,17.2,0.72,2.17,0.54,0.45,23.99,196.639344262295,1.8122448097274,0.711218823499818,1.98949986184029,5.99613152804642,1.49212489638022
"T14","Diet_B",202,15,15,11.31,35.02,610.125,17,0.7,2.1,0.53,0.45,23.71,209.637488947834,1.88372006121613,0.71280276816609,1.9988577955454,5.99657338663621,1.51342090234152
"T14","Diet_B",203,15,15,9.73,41.08,610.125,18.2,0.82,2.46,0.62,0.45,31.35,322.199383350462,2.40051248143741,0.681422188486553,1.99610516066212,5.98831548198637,1.50925024342746
"T14","Diet_B",204,15,15,10.54,40.25,610.125,18,0.8,2.42,0.6,0.45,29.71,281.878557874763,2.23322076791893,0.690157750342936,1.98757763975155,6.01242236024845,1.49068322981366
"T14","Diet_B",205,15,15,9.59,33.47,610.125,16.7,0.67,2.01,0.5,0.45,23.88,249.009384775808,2.08321437721315,0.718631581184864,2.00179265013445,6.00537795040335,1.49387511204063
"T14","Diet_B",206,15,15,9.52,37.71,610.125,17.5,0.75,2.26,0.57,0.45,28.19,296.113445378151,2.29421743744499,0.703626822157434,1.98886237072395,5.99310527711482,1.5115354017502
"T14","Diet_B",207,15,15,9.21,35.31,610.125,17.1,0.71,2.12,0.53,0.45,26.1,283.387622149837,2.23979393278847,0.706170199617576,2.01076182384594,6.00396488246956,1.50099122061739
"T14","Diet_B",208,15,15,9.41,31.79,610.125,16.4,0.64,1.91,0.48,0.45,22.38,237.832093517535,2.02896470220904,0.720707404129366,2.01321170179302,6.00817867253853,1.50990877634476
"T14","Diet_B",209,15,15,11.65,38.45,610.125,17.7,0.77,2.31,0.58,0.45,26.8,230.042918454936,1.99008752656657,0.693388357170925,2.00260078023407,6.00780234070221,1.50845253576073
"T14","Diet_B",210,15,15,9.95,37.76,610.125,17.6,0.76,2.27,0.57,0.45,27.81,279.497487437186,2.22279631684466,0.692618332081142,2.01271186440678,6.01165254237288,1.50953389830508
"T15","Diet_B",211,15,15,10.12,37.71,629.145,17.5,0.75,2.26,0.57,0.45,27.59,272.628458498024,2.19235274568491,0.703626822157434,1.98886237072395,5.99310527711482,1.5115354017502
"T15","Diet_B",212,15,15,10.24,38.65,629.145,17.7,0.77,2.32,0.58,0.45,28.41,277.44140625,2.21374192570345,0.696995058638654,1.99223803363519,6.0025873221216,1.5006468305304
"T15","Diet_B",213,15,15,11.23,40.65,629.145,18.1,0.81,2.44,0.61,0.45,29.42,261.976847729296,2.14401677873911,0.68552741173687,1.99261992619926,6.00246002460025,1.50061500615006
"T15","Diet_B",214,15,15,9.48,38.62,629.145,17.7,0.77,2.32,0.58,0.45,29.14,307.383966244726,2.3409766012224,0.696454053418495,1.99378560331435,6.0072501294666,1.50181253236665
"T15","Diet_B",215,15,15,9.01,36.15,629.145,17.2,0.72,2.17,0.54,0.45,27.14,301.220865704773,2.31556979497421,0.710432729193656,1.99170124481328,6.00276625172891,1.49377593360996
"T15","Diet_B",216,15,15,11.68,35.8,629.145,17.2,0.72,2.15,0.54,0.45,24.12,206.506849315068,1.86678319334429,0.703554404014741,2.01117318435754,6.00558659217877,1.50837988826816
"T15","Diet_B",217,15,15,9.56,37.6,629.145,17.5,0.75,2.26,0.56,0.45,28.04,293.305439330544,2.28236053888756,0.701574344023324,1.99468085106383,6.01063829787234,1.48936170212766
"T15","Diet_B",218,15,15,9.28,38.93,629.145,17.8,0.78,2.34,0.58,0.45,29.65,319.504310344828,2.38983935804043,0.690278579625487,2.00359619830465,6.01078859491395,1.48985358335474
"T15","Diet_B",219,15,15,8.76,34.88,629.145,17,0.7,2.09,0.52,0.45,26.12,298.173515981735,2.30286282348747,0.70995318542642,2.00688073394495,5.99197247706422,1.49082568807339
"T15","Diet_B",220,15,15,8.72,37.45,629.145,17.5,0.75,2.25,0.56,0.45,28.73,329.47247706422,2.42897912007057,0.698775510204082,2.00267022696929,6.00801068090788,1.49532710280374
"T15","Diet_B",221,15,15,9.43,40.9,629.145,18.2,0.82,2.45,0.61,0.45,31.47,333.72216330859,2.44538994400565,0.678436404797955,2.00488997555012,5.99022004889976,1.49144254278729
"T15","Diet_B",222,15,15,10.62,37.68,629.145,17.5,0.75,2.26,0.57,0.45,27.06,254.802259887006,2.11065072315728,0.703067055393586,1.99044585987261,5.99787685774947,1.51273885350318
"T15","Diet_B",223,15,15,11.11,35.9,629.145,17.2,0.72,2.15,0.54,0.45,24.79,223.132313231323,1.95481948640449,0.705519639780145,2.00557103064067,5.98885793871866,1.5041782729805
"T15","Diet_B",224,15,15,10.71,37.17,629.145,17.4,0.74,2.23,0.56,0.45,26.46,247.058823529412,2.07387349974917,0.705577651126874,1.99085283831047,5.99946193166532,1.50659133709981
"T15","Diet_B",225,15,15,9.64,41.34,629.145,18.3,0.83,2.48,0.62,0.45,31.7,328.838174273859,2.42651574271861,0.674554747362603,2.00774068698597,5.99903241412675,1.49975810353169
"T16","Diet_C",226,15,15,10.06,46.65,805.695,19.3,0.93,2.8,0.7,0.45,36.59,363.717693836978,2.55684293770293,0.648902908962886,1.9935691318328,6.0021436227224,1.5005359056806
"T16","Diet_C",227,15,15,9.3,48.71,805.695,19.7,0.97,2.92,0.73,0.45,39.41,423.763440860215,2.75978324609873,0.637117378053366,1.99137754054609,5.99466228700472,1.49866557175118
"T16","Diet_C",228,15,15,9.28,45.42,805.695,19.1,0.91,2.73,0.68,0.45,36.14,389.439655172414,2.64681831646551,0.651849036814832,2.0035226772347,6.0105680317041,1.49713782474681
"T16","Diet_C",229,15,15,10.88,46.23,805.695,19.2,0.92,2.77,0.69,0.45,35.35,324.908088235294,2.4111711609539,0.653160942925347,1.99004975124378,5.99178022928834,1.49253731343284
"T16","Diet_C",230,15,15,8.98,43.32,805.695,18.7,0.87,2.6,0.65,0.45,34.34,382.405345211581,2.6226908996978,0.662466052820198,2.00831024930748,6.00184672206833,1.50046168051708
"T16","Diet_C",231,15,15,11.96,46.82,805.695,19.4,0.94,2.81,0.7,0.45,34.86,291.471571906354,2.2745711892338,0.641248289365414,2.00768902178556,6.0017086715079,1.49508756941478
"T16","Diet_C",232,15,15,9.91,43.48,805.695,18.7,0.87,2.61,0.65,0.45,33.57,338.74873864783,2.46459452318519,0.664912834178722,2.00091996320147,6.00275988960442,1.4949402023919
"T16","Diet_C",233,15,15,10.21,40.74,805.695,18.1,0.81,2.44,0.61,0.45,30.53,299.020568070519,2.30640463103681,0.687045184604184,1.98821796759941,5.98919980363279,1.4972999509082
"T16","Diet_C",234,15,15,9.26,45.38,805.695,19.1,0.91,2.72,0.68,0.45,36.12,390.064794816415,2.64894571782268,0.65127497337422,2.00528867342442,5.99382988100485,1.49845747025121
"T16","Diet_C",235,15,15,9.43,50.84,805.695,20.2,1.02,3.05,0.76,0.45,41.41,439.130434782609,2.80797891612648,0.616810039008018,2.00629425649095,5.99921321793863,1.4948859166011
"T16","Diet_C",236,15,15,8.68,47.4,805.695,19.5,0.95,2.84,0.71,0.45,38.72,446.082949308756,2.82933450004795,0.639255550498154,2.0042194092827,5.9915611814346,1.49789029535865
"T16","Diet_C",237,15,15,9.82,48.5,805.695,19.7,0.97,2.91,0.73,0.45,38.68,393.890020366599,2.6619044592951,0.634370618673543,2,6,1.50515463917526
"T16","Diet_C",238,15,15,10.42,46.08,805.695,19.2,0.92,2.76,0.69,0.45,35.66,342.226487523992,2.47775330010403,0.651041666666667,1.99652777777778,5.98958333333333,1.49739583333333
"T16","Diet_C",239,15,15,10.32,43.17,805.695,18.6,0.86,2.59,0.65,0.45,32.85,318.313953488372,2.38510341585662,0.670877483505458,1.9921241602965,5.99953671531156,1.5056752374334
"T16","Diet_C",240,15,15,9.22,44.39,805.695,18.9,0.89,2.66,0.67,0.45,35.17,381.453362255965,2.6193986354624,0.657506018498152,2.0049560711872,5.99234061725614,1.50934895246677
"T17","Diet_C",241,15,15,9.21,44.18,809.46,18.8,0.88,2.65,0.66,0.45,34.97,379.695982627579,2.61330391287459,0.664893617021276,1.99185151652331,5.99818922589407,1.49388863739249
"T17","Diet_C",242,15,15,9.5,43.59,809.46,18.7,0.87,2.62,0.65,0.45,34.09,358.842105263158,2.53922661273968,0.666594996362707,1.99587061252581,6.01055287910071,1.49116769901354
"T17","Diet_C",243,15,15,11.5,47.11,809.46,19.4,0.94,2.83,0.71,0.45,35.61,309.652173913043,2.35023042890458,0.64522013908596,1.99533007853959,6.00721715134791,1.50711101676926
"T17","Diet_C",244,15,15,8.86,41.41,809.46,18.3,0.83,2.48,0.62,0.45,32.55,367.381489841986,2.56995938823414,0.675696954240092,2.00434677614103,5.98889157208404,1.49722289302101
"T17","Diet_C",245,15,15,9.82,47.6,809.46,19.5,0.95,2.86,0.71,0.45,37.78,384.725050916497,2.630686064785,0.641952831301944,1.99579831932773,6.00840336134454,1.49159663865546
"T17","Diet_C",246,15,15,11.9,47.59,809.46,19.5,0.95,2.86,0.71,0.45,35.69,299.915966386555,2.31014042502589,0.641817967261754,1.9962176927926,6.00966589619668,1.49191006513974
"T17","Diet_C",247,15,15,9.9,41.4,809.46,18.3,0.83,2.48,0.62,0.45,31.5,318.181818181818,2.38457687281787,0.675533781829022,2.0048309178744,5.99033816425121,1.4975845410628
"T17","Diet_C",248,15,15,8.64,46.92,809.46,19.4,0.94,2.82,0.7,0.45,38.28,443.055555555556,2.82006906828218,0.642617892717326,2.00341005967604,6.01023017902813,1.49190110826939
"T17","Diet_C",249,15,15,9.34,52.29,809.46,20.5,1.05,3.14,0.78,0.45,42.95,459.850107066381,2.87083149326548,0.606955789962421,2.00803212851406,6.00497227003251,1.4916810097533
"T17","Diet_C",250,15,15,10.49,43.33,809.46,18.7,0.87,2.6,0.65,0.45,32.84,313.060057197331,2.36403802223935,0.662618976655106,2.00784675744288,6.00046157396723,1.50011539349181
"T17","Diet_C",251,15,15,9.62,47.53,809.46,19.5,0.95,2.85,0.71,0.45,37.91,394.074844074844,2.66252804324717,0.641008783020617,1.99873763938565,5.99621291815695,1.49379339364612
"T17","Diet_C",252,15,15,9.44,42.65,809.46,18.5,0.85,2.56,0.64,0.45,33.21,351.800847457627,2.51345215630047,0.673602748109687,1.99296600234467,6.00234466588511,1.50058616647128
"T17","Diet_C",253,15,15,9.66,48.33,809.46,19.7,0.97,2.9,0.72,0.45,38.67,400.310559006211,2.68343139605428,0.632147051556543,2.00703496792882,6.00041382164287,1.48975791433892
"T17","Diet_C",254,15,15,10.09,45.75,809.46,19.1,0.92,2.74,0.69,0.45,35.66,353.419226957384,2.51941159559335,0.65658506019988,2.01092896174863,5.98907103825137,1.50819672131148
"T17","Diet_C",255,15,15,11.6,49.96,809.46,20,1,3,0.75,0.45,38.36,330.689655172414,2.4336959785751,0.6245,2.00160128102482,6.00480384307446,1.50120096076861
"T18","Diet_C",256,15,15,9.91,40.62,774.405,18.1,0.81,2.44,0.61,0.45,30.71,309.889001009082,2.3511936796839,0.685021487447765,1.99409158050222,6.00689315608075,1.50172328902019
"T18","Diet_C",257,15,15,11.08,44.85,774.405,19,0.9,2.69,0.67,0.45,33.77,304.783393501805,2.33030317864278,0.653885406035865,2.0066889632107,5.99777034559643,1.49386845039019
"T18","Diet_C",258,15,15,10.63,43.42,774.405,18.7,0.87,2.61,0.65,0.45,32.79,308.466603951082,2.34539995349382,0.663995291169276,2.00368493781667,6.01105481345002,1.49700598802395
"T18","Diet_C",259,15,15,9.89,44.41,774.405,18.9,0.89,2.66,0.67,0.45,34.52,349.039433771486,2.50323420611565,0.657802259101215,2.00405314118442,5.98964197252871,1.50866921864445
