"tank_id","treatment","fish_id","initial_fish_count","final_fish_count","weight_initial_g","weight_final_g","feed_intake_tank_g","length_final_cm","liver_weight_g","viscera_weight_g","fat_weight_g","protein_content_pct","weight_gain_g","weight_gain_pct","sgr","condition_factor","hsi","vsi","pfr"
"T11","Diet_C",153,15,15,10.21,44.34,766.83,18.9,0.89,2.66,0.67,0.45,34.13,334.280117531832,2.44753262001932,0.656765416990495,2.00721695985566,5.99909788001804,1.51105096977898
"T11","Diet_C",154,15,15,9.81,44.97,766.83,19,0.9,2.7,0.67,0.45,35.16,358.409785932722,2.53765554534224,0.655634932205861,2.00133422281521,6.00400266844563,1.48988214365132
"T11","Diet_C",155,15,15,9.88,43.27,766.83,18.7,0.87,2.6,0.65,0.45,33.39,337.955465587045,2.46157840412836,0.66170143364566,2.01063092211694,6.0087820660966,1.50219551652415
"T11","Diet_C",156,15,15,11.01,42.94,766.83,18.6,0.86,2.58,0.64,0.45,31.93,290.009082652134,2.26833306952674,0.667303199947287,2.00279459711225,6.00838379133675,1.49045179319981
"T11","Diet_C",157,15,15,9.8,42.84,766.83,18.6,0.86,2.57,0.64,0.45,33.04,337.142857142857,2.45848309983837,0.665749163617647,2.00746965452848,5.99906629318394,1.49393090569561
"T11","Diet_C",158,15,15,7.96,44.36,766.83,18.9,0.89,2.66,0.67,0.45,36.4,457.286432160804,2.86318193770979,0.657061657593558,2.00631199278629,5.99639314697926,1.51036970243463
"T11","Diet_C",159,15,15,9.8,49.1,766.83,19.8,0.98,2.95,0.74,0.45,39.3,401.020408163265,2.68579441520658,0.632536980868784,1.9959266802444,6.0081466395112,1.5071283095723
"T11","Diet_C",160,15,15,10.54,48.15,766.83,19.6,0.96,2.89,0.72,0.45,37.61,356.831119544592,2.53190599188486,0.639481636053005,1.99376947040498,6.00207684319834,1.49532710280374
"T11","Diet_C",161,15,15,10.62,43.92,766.83,18.8,0.88,2.64,0.66,0.45,33.3,313.559322033898,2.36605130231247,0.66098070755035,2.00364298724954,6.01092896174863,1.50273224043716
"T11","Diet_C",162,15,15,10.62,39.94,766.83,18,0.8,2.4,0.6,0.45,29.32,276.082862523541,2.20773218695646,0.684842249657064,2.00300450676014,6.00901352028042,1.50225338007011
"T11","Diet_C",163,15,15,8.31,42.47,766.83,18.5,0.85,2.55,0.64,0.45,34.16,411.070998796631,2.71889722576304,0.670759876019189,2.00141276194961,6.00423828584883,1.50694607958559
"T11","Diet_C",164,15,15,10.37,43.63,766.83,18.7,0.87,2.62,0.65,0.45,33.26,320.732883317261,2.39471327482347,0.667206691702337,1.99404079761632,6.00504240201696,1.48980059592024
"T11","Diet_C",165,15,15,10.97,45.31,766.83,19.1,0.91,2.72,0.68,0.45,34.34,313.035551504102,2.36393914065318,0.650270362353149,2.00838666960936,6.00308982564555,1.50077245641139
"T12","Diet_C",166,15,15,11.28,43.01,781.575,18.6,0.86,2.58,0.65,0.45,31.73,281.294326241135,2.23066900120955,0.668391025378035,1.99953499186236,5.99860497558707,1.51127644733783
"T12","Diet_C",167,15,15,9.78,51.02,781.575,20.2,1.02,3.06,0.77,0.45,41.24,421.676891615542,2.75313038111157,0.618993866840855,1.99921599372795,5.99764798118385,1.50921207369659
"T12","Diet_C",168,15,15,9.68,44.18,781.575,18.8,0.88,2.65,0.66,0.45,34.5,356.404958677686,2.53035049450581,0.664893617021276,1.99185151652331,5.99818922589407,1.49388863739249
"T12","Diet_C",169,15,15,11.49,41.36,781.575,18.3,0.83,2.48,0.62,0.45,29.87,259.965187119234,2.13472856389918,0.674881092184743,2.00676982591876,5.99613152804642,1.49903288201161
"T12","Diet_C",170,15,15,8.33,44.58,781.575,18.9,0.89,2.67,0.67,0.45,36.25,435.174069627851,2.79570311963162,0.66032030422725,1.99641094661283,5.98923283983849,1.50291610587708
"T12","Diet_C",171,15,15,9.56,41.98,781.575,18.4,0.84,2.52,0.63,0.45,32.42,339.121338912134,2.46600931221529,0.673889927673214,2.00095283468318,6.00285850404955,1.50071462601239
"T12","Diet_C",172,15,15,10.46,45.47,781.575,19.1,0.91,2.73,0.68,0.45,35.01,334.703632887189,2.44915718200024,0.652566616115597,2.00131955135254,6.00395865405762,1.49549153287882
"T12","Diet_C",173,15,15,8.38,45.7,781.575,19.1,0.91,2.74,0.69,0.45,37.32,445.346062052506,2.82708397234361,0.655867480899115,1.99124726477024,5.99562363238512,1.50984682713348
"T12","Diet_C",174,15,15,10.28,46.07,781.575,19.2,0.92,2.76,0.69,0.45,35.79,348.151750972763,2.49993619820134,0.650900381582755,1.99696114608205,5.99088343824615,1.49772085956154
"T12","Diet_C",175,15,15,11.88,40.13,781.575,18,0.8,2.41,0.6,0.45,28.25,237.794612794613,2.02877978390721,0.688100137174211,1.99352105656616,6.00548218290556,1.49514079242462
"T12","Diet_C",176,15,15,10,45.66,781.575,19.1,0.91,2.74,0.68,0.45,35.66,356.6,2.53106258017934,0.655293417458503,1.99299167761717,6.00087604029785,1.48926850635129
"T12","Diet_C",177,15,15,9.72,45.93,781.575,19.2,0.92,2.76,0.69,0.45,36.21,372.530864197531,2.58822146644226,0.648922390407986,2.00304811669933,6.00914435009797,1.50228608752449
"T12","Diet_C",178,15,15,10.47,40.74,781.575,18.1,0.81,2.44,0.61,0.45,30.27,289.111747851003,2.26449397652702,0.687045184604184,1.98821796759941,5.98919980363279,1.4972999509082
"T12","Diet_C",179,15,15,9.72,47.87,781.575,19.6,0.96,2.87,0.72,0.45,38.15,392.489711934156,2.65717230822012,0.635762947411368,2.00543137664508,5.99540421976186,1.50407353248381
"T12","Diet_C",180,15,15,10.81,47.35,781.575,19.5,0.95,2.84,0.71,0.45,36.54,338.020351526364,2.46182531330162,0.638581230297207,2.00633579725449,5.99788806758184,1.49947201689546
"T2","Control",16,15,15,9.55,31.17,461.91,16.2,0.62,1.87,0.47,0.45,21.62,226.387434554974,1.97152489881101,0.733148176373295,1.98909207571383,5.99935835739493,1.50786012191209
"T2","Control",17,15,15,9.32,28.66,461.91,15.7,0.57,1.72,0.43,0.45,19.34,207.510729613734,1.87223298950421,0.740588951684194,1.98883461270063,6.00139567341242,1.50034891835311
"T2","Control",18,15,15,8.78,30.69,461.91,16.1,0.61,1.84,0.46,0.45,21.91,249.544419134396,2.08576743497437,0.735392608357788,1.98761811665037,5.99543825350277,1.49885956337569
"T2","Control",19,15,15,11.55,31.94,461.91,16.4,0.64,1.92,0.48,0.45,20.39,176.536796536797,1.69528950969844,0.724108036737715,2.00375704445836,6.01127113337508,1.50281778334377
"T2","Control",20,15,15,8.58,31.07,461.91,16.2,0.62,1.86,0.47,0.45,22.49,262.121212121212,2.14468134984181,0.730796080844346,1.99549404570325,5.98648213710975,1.5127132281944
"T2","Control",21,15,15,10.32,28.03,461.91,15.6,0.56,1.68,0.42,0.45,17.71,171.608527131783,1.66531934187213,0.738327938771726,1.99785943631823,5.99357830895469,1.49839457723867
"T2","Control",22,15,15,10.85,32.57,461.91,16.5,0.65,1.95,0.49,0.45,21.72,200.184331797235,1.83204423216946,0.72504660934413,1.99570156585815,5.98710469757445,1.50445194964691
"T2","Control",23,15,15,10.18,33.46,461.91,16.7,0.67,2.01,0.5,0.45,23.28,228.683693516699,1.9832094740605,0.718416872018092,2.00239091452481,6.00717274357442,1.49432157800359
"T2","Control",24,15,15,9.12,30.83,461.91,16.2,0.62,1.85,0.46,0.45,21.71,238.048245614035,2.03003072968637,0.725151051574869,2.01102821926695,6.00064871878041,1.49205319493999
"T2","Control",25,15,15,10.94,30.43,461.91,16.1,0.61,1.83,0.46,0.45,19.49,178.153564899452,1.70500527819174,0.729162498283724,2.00460072297075,6.01380216891226,1.51166611896155
"T2","Control",26,15,15,10.17,29.77,461.91,16,0.6,1.79,0.45,0.45,19.6,192.723697148476,1.79009827494536,0.726806640625,2.01545179711119,6.01276452804837,1.51158884783339
"T2","Control",27,15,15,8.94,36.48,461.91,17.3,0.73,2.19,0.55,0.45,27.54,308.053691275168,2.34371429336785,0.704557626459692,2.00109649122807,6.00328947368421,1.50767543859649
"T2","Control",28,15,15,8.61,30.83,461.91,16.2,0.62,1.85,0.46,0.45,22.22,258.072009291522,2.1259398724307,0.725151051574869,2.01102821926695,6.00064871878041,1.49205319493999
"T2","Control",29,15,15,12.09,29.53,461.91,15.9,0.59,1.77,0.44,0.45,17.44,144.251447477254,1.48838005188188,0.734635775642781,1.99796816796478,5.99390450389434,1.49001015916018
"T2","Control",30,15,15,9.32,22.48,461.91,14.5,0.45,1.35,0.34,0.45,13.16,141.201716738197,1.46743899387998,0.73738160646193,2.00177935943061,6.00533807829181,1.51245551601424
"T3","Control",31,15,15,8.14,25.3,440.595,15.1,0.51,1.52,0.38,0.45,17.16,210.810810810811,1.89002369286504,0.734834739152547,2.01581027667984,6.00790513833992,1.50197628458498
"T3","Control",32,15,15,10.53,29.77,440.595,16,0.6,1.79,0.45,0.45,19.24,182.716049382716,1.732121414803,0.726806640625,2.01545179711119,6.01276452804837,1.51158884783339
"T3","Control",33,15,15,10.31,30.62,440.595,16.1,0.61,1.84,0.46,0.45,20.31,196.993210475267,1.81423182033445,0.733715271030156,1.99216198563031,6.00914435009798,1.50228608752449
"T3","Control",34,15,15,8.65,30.83,440.595,16.2,0.62,1.85,0.46,0.45,22.18,256.416184971098,2.11821486825712,0.725151051574869,2.01102821926695,6.00064871878041,1.49205319493999
"T3","Control",35,15,15,8.06,32.46,440.595,16.5,0.65,1.95,0.49,0.45,24.4,302.72952853598,2.32182500927985,0.722597879622673,2.00246457178065,6.00739371534196,1.50955021565003
"T3","Control",36,15,15,9.88,29.42,440.595,15.9,0.59,1.77,0.44,0.45,19.54,197.773279352227,1.81860367235586,0.731899238720306,2.00543847722638,6.01631543167913,1.49558123725357
"T3","Control",37,15,15,11.14,33.64,440.595,16.7,0.67,2.02,0.5,0.45,22.5,201.97486535009,1.84195600100935,0.722281637019983,1.99167657550535,6.00475624256837,1.48632580261593
"T3","Control",38,15,15,10.64,27.24,440.595,15.4,0.54,1.63,0.41,0.45,16.6,156.015037593985,1.56677666227969,0.74583874550142,1.98237885462555,5.98384728340675,1.50513950073421
"T3","Control",39,15,15,9.51,26.37,440.595,15.3,0.53,1.58,0.4,0.45,16.86,177.287066246057,1.69980520634649,0.736267850726091,2.00985968904058,5.99165718619644,1.51687523701176
"T3","Control",40,15,15,9.17,26.31,440.595,15.3,0.53,1.58,0.39,0.45,17.14,186.913849509269,1.75668634797305,0.734592611020229,2.01444317749905,6.00532117065755,1.48232611174458
"T3","Control",41,15,15,10.27,32.23,440.595,16.4,0.64,1.93,0.48,0.45,21.96,213.826679649464,1.90611778647813,0.730682593113855,1.98572758299721,5.98820974247595,1.48929568724791
"T3","Control",42,15,15,10.16,29.75,440.595,15.9,0.6,1.78,0.45,0.45,19.59,192.814960629921,1.79061781640217,0.740108849487733,2.01680672268908,5.98319327731092,1.51260504201681
"T3","Control",43,15,15,10.63,32.37,440.595,16.5,0.65,1.94,0.49,0.45,21.74,204.515522107244,1.85591979264049,0.720594373486935,2.00803212851406,5.99320358356503,1.51374729687983
"T3","Control",44,15,15,9.6,29.2,440.595,15.8,0.58,1.75,0.44,0.45,19.6,204.166666666667,1.85400935133408,0.740306547757885,1.98630136986301,5.99315068493151,1.50684931506849
"T3","Control",45,15,15,10.9,28.22,440.595,15.6,0.56,1.69,0.42,0.45,17.32,158.899082568807,1.58544692864928,0.743332659013133,1.98440822111977,5.98866052445074,1.48830616583983
"T4","Diet_A",46,15,15,9.17,29.89,450.195,16,0.6,1.79,0.45,0.45,20.72,225.954198473282,1.96931115004579,0.729736328125,2.00736032117765,5.98862495817999,1.50552024088324
"T4","Diet_A",47,15,15,9.67,25.44,450.195,15.1,0.51,1.53,0.38,0.45,15.77,163.081695966908,1.61215738167786,0.738901018341533,2.00471698113208,6.01415094339623,1.4937106918239
"T4","Diet_A",48,15,15,10.74,27.49,450.195,15.5,0.55,1.65,0.41,0.45,16.75,155.959031657356,1.56641202182739,0.738209526367024,2.00072753728629,6.00218261185886,1.49145143688614
"T4","Diet_A",49,15,15,10.99,26.67,450.195,15.3,0.53,1.6,0.4,0.45,15.68,142.675159235669,1.47758928296399,0.744644049255398,1.98725159355081,5.99925009373828,1.49981252343457
"T4","Diet_A",50,15,15,8.06,34.16,450.195,16.8,0.68,2.05,0.51,0.45,26.1,323.821339950372,2.40690302066972,0.720427059712774,1.99063231850117,6.00117096018735,1.49297423887588
"T4","Diet_A",51,15,15,10.11,29.21,450.195,15.8,0.58,1.75,0.44,0.45,19.1,188.921859545005,1.76831013894545,0.740560077397528,1.98562136254707,5.99109893871962,1.5063334474495
"T4","Diet_A",52,15,15,10.61,33.37,450.195,16.7,0.67,2,0.5,0.45,22.76,214.514608859566,1.90976723356232,0.716484489517147,2.00779142942763,5.99340725202278,1.49835181300569
"T4","Diet_A",53,15,15,8.55,35.55,450.195,17.1,0.71,2.13,0.53,0.45,27,315.78947368421,2.3750147888343,0.710969997066124,1.9971870604782,5.9915611814346,1.49085794655415
"T4","Diet_A",54,15,15,10.48,30.42,450.195,16.1,0.61,1.83,0.46,0.45,19.94,190.267175572519,1.77605267989708,0.728922878665491,2.00525969756739,6.01577909270217,1.51216305062459
"T4","Diet_A",55,15,15,9.17,31.85,450.195,16.4,0.64,1.91,0.48,0.45,22.68,247.328244274809,2.07516682624966,0.722067657172705,2.00941915227629,5.99686028257457,1.50706436420722
"T4","Diet_A",56,15,15,11.02,25.75,450.195,15.2,0.52,1.54,0.39,0.45,14.73,133.666061705989,1.41453803897496,0.733240541624144,2.01941747572816,5.98058252427184,1.51456310679612
"T4","Diet_A",57,15,15,10.54,28.54,450.195,15.7,0.57,1.71,0.43,0.45,18,170.777988614801,1.66021511489246,0.737488090755998,1.99719691660827,5.99159074982481,1.50665732305536
"T4","Diet_A",58,15,15,10.77,31.17,450.195,16.2,0.62,1.87,0.47,0.45,20.4,189.41504178273,1.77115267101825,0.733148176373295,1.98909207571383,5.99935835739493,1.50786012191209
"T4","Diet_A",59,15,15,10.12,31.9,450.195,16.4,0.64,1.91,0.48,0.45,21.78,215.217391304348,1.91348724321913,0.723201201375488,2.00626959247649,5.98746081504702,1.50470219435737
"T4","Diet_A",60,15,15,10.86,28.72,450.195,15.7,0.57,1.72,0.43,0.45,17.86,164.456721915285,1.62084571612372,0.742139382148292,1.98467966573816,5.98885793871866,1.49721448467967
"T5","Diet_A",61,15,15,11.38,39.05,503.745,17.8,0.78,2.34,0.59,0.45,27.67,243.145869947276,2.05497574597918,0.692406332760731,1.99743918053777,5.99231754161332,1.51088348271447
"T5","Diet_A",62,15,15,11.97,29.62,503.745,15.9,0.59,1.78,0.44,0.45,17.65,147.451963241437,1.51007714878295,0.736874760397534,1.99189736664416,6.00945307224848,1.48548278190412
"T5","Diet_A",63,15,15,9.97,31.19,503.745,16.2,0.62,1.87,0.47,0.45,21.22,212.83851554664,1.90086157774327,0.733618595479084,1.98781660788714,5.99551138185316,1.50689323501122
"T5","Diet_A",64,15,15,7.75,32.95,503.745,16.6,0.66,1.98,0.49,0.45,25.2,325.161290322581,2.41216402930543,0.720329423369192,2.00303490136571,6.00910470409712,1.48710166919575
"T5","Diet_A",65,15,15,10.03,30.92,503.745,16.2,0.62,1.86,0.46,0.45,20.89,208.27517447657,1.8763710362423,0.727267937550923,2.00517464424321,6.01552393272962,1.48771021992238
"T5","Diet_A",66,15,15,10.21,29.07,503.745,15.8,0.58,1.74,0.44,0.45,18.86,184.720861900098,1.74389847065702,0.737010662442525,1.99518403852769,5.98555211558307,1.51358789129687
"T5","Diet_A",67,15,15,9.84,34.14,503.745,16.8,0.68,2.05,0.51,0.45,24.3,246.951219512195,2.07335667717022,0.720005264010366,1.99179847685999,6.00468658465144,1.49384885764499
"T5","Diet_A",68,15,15,10.57,35.85,503.745,17.2,0.72,2.15,0.54,0.45,25.28,239.167455061495,2.03553961193914,0.704537021897443,2.00836820083682,5.99721059972106,1.50627615062761
"T5","Diet_A",69,15,15,11.01,30.91,503.745,16.2,0.62,1.85,0.46,0.45,19.9,180.744777475023,1.72045967568239,0.727032727998028,2.00582335813653,5.98511808476221,1.48819152377871
"T5","Diet_A",70,15,15,9.48,32.69,503.745,16.5,0.65,1.96,0.49,0.45,23.21,244.831223628692,2.06314150744865,0.727717950858447,1.98837565004589,5.99571734475375,1.49892933618844
"T5","Diet_A",71,15,15,9.71,30.71,503.745,16.1,0.61,1.84,0.46,0.45,21,216.271884654995,1.91905342024916,0.735871847594255,1.98632367307066,5.99153370237708,1.49788342559427
"T5","Diet_A",72,15,15,10.4,34.05,503.745,16.8,0.68,2.04,0.51,0.45,23.65,227.403846153846,1.97670704408032,0.71810718334953,1.99706314243759,5.99118942731278,1.49779735682819
"T5","Diet_A",73,15,15,9.45,27.53,503.745,15.5,0.55,1.65,0.41,0.45,18.08,191.322751322751,1.78210262941477,0.739283676278071,1.99782055938976,5.99346167816927,1.48928441699964
"T5","Diet_A",74,15,15,10.09,37.96,503.745,17.6,0.76,2.28,0.57,0.45,27.87,276.214073339941,2.20831356562702,0.696286861382419,2.00210748155954,6.00632244467861,1.50158061116965
"T5","Diet_A",75,15,15,8.04,29.19,503.745,15.8,0.58,1.75,0.44,0.45,21.15,263.059701492537,2.14899516945858,0.740053018118242,1.98698184309695,5.99520383693045,1.50736553614251
"T6","Diet_A",76,15,15,8.88,26.62,474.375,15.3,0.53,1.6,0.4,0.45,17.74,199.774774774775,1.82976875993814,0.74324801616718,1.99098422238918,6.01051840721262,1.50262960180316
"T6","Diet_A",77,15,15,8.67,29.95,474.375,16,0.6,1.8,0.45,0.45,21.28,245.444059976932,2.06610088961501,0.731201171875,2.00333889816361,6.01001669449082,1.5025041736227
"T6","Diet_A",78,15,15,9.15,31.44,474.375,16.3,0.63,1.89,0.47,0.45,22.29,243.606557377049,2.05721181378929,0.725971754988227,2.00381679389313,6.01145038167939,1.49491094147583
"T6","Diet_A",79,15,15,9.31,35.87,474.375,17.2,0.72,2.15,0.54,0.45,26.56,285.284640171858,2.24802033375869,0.704930069050524,2.00724839698913,5.9938667410092,1.50543629774185
"T6","Diet_A",80,15,15,10.38,33.73,474.375,16.7,0.67,2.02,0.51,0.45,23.35,224.95183044316,1.96417795222636,0.724214019520928,1.98636228876371,5.98873406463089,1.5120071153276
"T6","Diet_A",81,15,15,10.98,31.43,474.375,16.3,0.63,1.89,0.47,0.45,20.45,186.247723132969,1.75281235788015,0.725740847941475,2.00445434298441,6.01336302895323,1.49538657333758
"T6","Diet_A",82,15,15,9.27,26.83,474.375,15.4,0.54,1.61,0.4,0.45,17.56,189.428263214671,1.77122880809962,0.734612831931098,2.01267238166232,6.00074543421543,1.49086843086098
"T6","Diet_A",83,15,15,9,28.4,474.375,15.7,0.57,1.7,0.43,0.45,19.4,215.555555555556,1.91527427971823,0.733870419673102,2.00704225352113,5.98591549295775,1.51408450704225
"T6","Diet_A",84,15,15,8.96,30.51,474.375,16.1,0.61,1.83,0.46,0.45,21.55,240.513392857143,2.0421404529029,0.73107945522959,1.99934447722058,5.99803343166175,1.50770239265814
"T6","Diet_A",85,15,15,9.59,38.66,474.375,17.7,0.77,2.32,0.58,0.45,29.07,303.128258602711,2.3234743081414,0.697175393712041,1.99172271081221,6.00103466114847,1.50025866528712
"T6","Diet_A",86,15,15,9.76,25.42,474.375,15.1,0.51,1.53,0.38,0.45,15.66,160.450819672131,1.59540644222718,0.738320121314535,2.00629425649095,6.01888276947286,1.4948859166011
"T6","Diet_A",87,15,15,10.48,34.39,474.375,16.9,0.69,2.06,0.52,0.45,23.91,228.148854961832,1.98049524258547,0.712478989742499,2.00639720849084,5.99011340505961,1.51206746147136
"T6","Diet_A",88,15,15,9.68,29.42,474.375,15.9,0.59,1.77,0.44,0.45,19.74,203.925619834711,1.85268802314134,0.731899238720306,2.00543847722638,6.01631543167913,1.49558123725357
"T6","Diet_A",89,15,15,7.92,36,474.375,17.2,0.72,2.16,0.54,0.45,28.08,354.545454545455,2.52354622104963,0.70748487554555,2,6,1.5
"T6","Diet_A",90,15,15,9.91,27.58,474.375,15.5,0.55,1.65,0.41,0.45,17.67,178.304742684157,1.7059108733721,0.740626363666879,1.99419869470631,5.98259608411893,1.48658448150834
"T7","Diet_B",91,15,15,11.19,38.43,669,17.7,0.77,2.31,0.58,0.45,27.24,243.43163538874,2.0563631370882,0.693027687024152,2.00364298724954,6.01092896174863,1.50923757481135
"T7","Diet_B",92,15,15,11.19,34.7,669,16.9,0.69,2.08,0.52,0.45,23.51,210.098302055407,1.88619860771497,0.718901452284522,1.98847262247839,5.99423631123919,1.4985590778098
"T7","Diet_B",93,15,15,9.21,40.71,669,18.1,0.81,2.44,0.61,0.45,31.5,342.019543973941,2.47697318707945,0.686539260315079,1.98968312453943,5.99361336281012,1.49840334070253
"T7","Diet_B",94,15,15,8.45,42.45,669,18.5,0.85,2.55,0.64,0.45,34,402.366863905325,2.69026745231379,0.670444001342467,2.00235571260306,6.00706713780919,1.50765606595995
"T7","Diet_B",95,15,15,12.46,43.85,669,18.8,0.88,2.63,0.66,0.45,31.39,251.926163723917,2.09708534243148,0.659927231923562,2.00684150513113,5.99771949828962,1.50513112884835
"T7","Diet_B",96,15,15,9.84,40.39,669,18.1,0.81,2.42,0.61,0.45,30.55,310.467479674797,2.3535441975186,0.681142734564629,2.00544689279525,5.99158207477098,1.51027482050012
